experiment_name,instance_name,algorithm_name,eta0,seed,T,gamma,u_star,final_utility,mean_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,l1_error_to_w_star,final_w_0,final_w_1,final_w_2,final_w_3,w_star_0,w_star_1,w_star_2,w_star_3
variance_suite_eta_grid,beta_mixture_4,variance_mirror_ascent,2.0,900,500,0.02,0.10148558758314846,0.089925409778915,0.08484320132575682,0.011560177804233462,0.016642386257391634,0.0165964306344214,0.016642386257391655,0.31612446257221355,0.42462513077133457,0.3773126379425583,0.11571628570543586,0.0823459455806712,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_mirror_ascent,2.0,1000,500,0.02,0.10148558758314846,0.08933886890330228,0.08267048983058216,0.01214671867984618,0.01881509775256631,0.018781792349097548,0.018815097752566307,0.3380318940171626,0.37713594632034214,0.41384810667107624,0.12509315268073293,0.08392279432784876,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,100,500,0.02,0.10148558758314846,0.08604008316497333,0.07365938863246445,0.015445504418175132,0.027826198950684014,0.02502626034019778,0.027826198950683993,0.48898696371511574,0.43430201471924473,0.2812045034231973,0.2644934818575579,0.02,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,200,500,0.02,0.10148558758314846,0.08234576615349964,0.06506133559623214,0.019139821429648818,0.03642425198691632,0.03623796197557899,0.03642425198691631,0.40029878408142394,0.35397071039654,0.4058798975627477,0.03838110519780434,0.20176828684290798,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,300,500,0.02,0.10148558758314846,0.09417804327858625,0.08746665835965184,0.007307544304562208,0.014018929223496618,0.012442025320129169,0.014018929223496629,0.16703394439513145,0.4171536692939534,0.4593293585084805,0.04447737979858569,0.07903959239898035,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,400,500,0.02,0.10148558758314846,0.049752605606902756,0.04691257896741989,0.05173298197624571,0.05457300861572858,0.05455675879807975,0.054573008615728606,1.5968746987643936,0.02,0.14156265061780285,0.6623667310265968,0.17607061835560037,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,500,500,0.02,0.10148558758314846,0.09849095185893564,0.09616698692709168,0.002994635724212824,0.005318600656056796,0.004535724764545002,0.005318600656056793,0.07746271586563036,0.4659970597547846,0.45527158231239995,0.03887681244509373,0.03985454548772186,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,600,500,0.02,0.10148558758314846,0.06236891191382232,0.05925219901380109,0.03911667566932614,0.04223338856934737,0.042144495999352494,0.04223338856934741,0.9972494783746664,0.07935217213235317,0.3820230886803133,0.43493710885898546,0.10368763032834813,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,700,500,0.02,0.10148558758314846,0.057584788964797906,0.05327663524344447,0.043900798618350556,0.048208952339704,0.04815518420335585,0.04820895233970397,1.2929588392650355,0.07951681347880782,0.23400376688867416,0.5186442361029662,0.16783518352955193,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,2.0,800,500,0.02,0.10148558758314846,0.09131748780644569,0.08316414301814135,0.010168099776702771,0.01832144456500712,0.01647628167874951,0.018321444565007148,0.3101656454005255,0.42788472229486263,0.3770324550048743,0.14145596790213347,0.053626854798129654,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
